ESC_REDE_distance	ESC_REDE_randcontrl_distance	ESC_noclass_distance	ESC_noclass_randcontrl_distance	TSC_REDE_distance	TSC_REDE_randcontrl_distance	TSC_noclass_distance	TSC_noclass_randcontrl_distance	ESC_NEDE_distance	ESC_NEDE_randcontrl_distance	TSC_NEDE_distance	TSC_NEDE_randcontrl_distance	ESC_NonEnh_distance	ESC_NonEnh_randcontrl_distance	TSC_NonEnh_distance	TSC_NonEnh_randcontrl_distance
3889	6374	2131.5	151207.5	217121.5	250344.5	108279	57087	19860.5	31891.5	13083.5	14407.5	159674	111245	777229	21489
10703.5	19161.5	31518	623091	419169.5	74679.5	108796	14504	84764	178129	32004.5	344129.5	52016	274058	1121393.5	17567.5
19181.5	15615.5	26167	1259423	418825.5	37158.5	13144.5	26044.5	60914	5995	179743	13411	21267	89534	242006.5	5039.5
16955.5	67981.5	76933	14179	15304	51379	58576.5	9673.5	42873	4769	7986.5	108.5	586256.5	72939.5	170213	65439
12519.5	17641.5	77335.5	14756.5	107984	18448	859	44871	10536.5	458634.5	818.5	50104.5	67515.5	105840.5	26436	86654
16459	5357	83228	1994	71258.5	65006.5	4377	348097	47270.5	27658.5	477109.5	1011321.5	46872	87341	347953.5	2405.5
27311.5	39644.5	83361.5	41092.5	944349	436128	583813	68376	7844.5	447669.5	41092	29666	1849.5	33699.5	288694.5	37968.5
55372.5	702053.5	5883.5	15167.5	975235	4123	572356.5	61431.5	1967.5	58041.5	62865	28607	396252.5	59344.5	491514	1767
3229	16728	4610.5	29943.5	20004.5	63655.5	134051	296301	3546	143724	36425	1190199	118479	96750	92976.5	43401.5
92239.5	82014.5	72282	313589	10487.5	34584.5	294167.5	355263.5	22798.5	31112.5	27978.5	43573.5	13217.5	19417.5	92541	537432
26834	117023	224565.5	13418.5	15913	2054	16544	2301	26917.5	9644.5	32633	207416	185929	9205	9927.5	39105.5
13874	263502	244441.5	164825.5	45894	425277	12842	101992	35782	701	11504	10082	15917	12423	24108	309235
80636.5	93820.5	198422.5	816789.5	38486	8312	557	129331	12167.5	21573.5	76192.5	323844.5	569224	23886	538316.5	60045.5
18834	147669	157754	343373	5884	2310	9228	20349	14083	51314	42140.5	112003.5	630212	77627	73328	4981
17196.5	120819.5	154931	157115	34327.5	84164.5	8714	327890	21902	580436	33129.5	21616.5	7042.5	6258.5	370066	170252
86116	62941	132620.5	74395.5	295461.5	404558.5	7623	59790	5384	57796	24036.5	4052.5	31282.5	51497.5	590310.5	23812.5
127727.5	127995.5	105709.5	14070.5	10077	8422	647713	337592	12872	417	6151	220277	4245	44067	314374	32248
255388.5	21608.5	79501	106590	4656	248610	60834.5	84201.5	1914.5	231332.5	9887.5	62950.5	7315	65056	25982.5	165242.5
255184	21711	21132	182001	16146	31927	60505.5	37379.5	5017.5	2858.5	24763.5	115627.5	791.5	30712.5	60111	1229452
536213.5	10770.5	348114.5	942896.5	16910	13621	60111	222034	5084	3128	49802.5	751732.5	15390.5	21678.5	105020.5	126499.5
529496.5	44768.5	643495.5	38376.5	92187	373088	312679	54912	22184	120808	20372.5	5781.5	98584.5	22682.5	28868.5	72188.5
228931	32234	774040.5	68494.5	444950.5	14662.5	1636883	36120	13585	10276	9602	80980	269655	49558	25948	776747
370332	13177	470521.5	38645.5	50911.5	240902.5	2937	917	10735.5	19181.5	16266.5	368247.5	51075.5	97309.5	13862.5	221728.5
158780.5	968053.5	369481	388478	423379	21446	17616.5	32515.5	6270	731099	27488.5	307874.5	13018.5	196756.5	17254.5	206204.5
36174.5	47810.5	115945.5	689823.5	9309	200138	274005.5	8239.5	25131.5	506568.5	22219	24193	120760.5	61967.5	537952.5	36354.5
13286.5	37622.5	213549	76934	27378	899005	8028.5	12407.5	54942.5	16240.5	16735.5	23306.5	639902.5	27051.5	26403.5	605403.5
34892.5	417194.5	3683	10438	16377	867861	5454	183977	40606	36083	23498.5	93237.5	14817	11940	40311.5	81267.5
39651	47875	34605.5	29166.5	15883	2170898	19413.5	73211.5	6690.5	287544.5	95552	170437	7437	62487	127295	38175
39612	207479	1279	231794	14404	63459	452878	5387	41961.5	2356.5	117195.5	1086.5	17884.5	47258.5	232639.5	6531.5
6963.5	705.5	10455	1357335	5006	22462	73003.5	7698.5	40598	10460	5843.5	109355.5	22395	640667	232273.5	104776.5
103626.5	65261.5	71145	66781	87310	321364	10891.5	594445.5	37682.5	23562.5	23555	8684	795531.5	844464.5	229472	448094
127865.5	32125.5	120438	106070	21631.5	169170.5	10056.5	95522.5	10648	155977	9185.5	315568.5	807536.5	197553.5	213408.5	147379.5
17947.5	190374.5	219353.5	85860.5	60995.5	286775.5	79901.5	20861.5	20711	116888	12894	2994290	2331.5	31857.5	19499	77202
221652.5	21685.5	41243.5	30674.5	16523	31116	9998.5	459811.5	114354.5	6291.5	12232	45786	33885	737515	2670	36668
446687.5	72582.5	229129.5	248565.5	17687	45257	439839	2402	9847.5	65155.5	11558.5	4973.5	266755	17758	3570	69
513565	8207	12924.5	196683.5	4707	15354	25666.5	447705.5	186045.5	33811.5	14882	257170	4656	34697	76023.5	22403.5
474305	2222013	23694	370606	10261	55507	63082.5	7819.5	16887.5	1812048.5	22748.5	8313.5	224517	115159	81281	78319
1817918	12683	11216.5	415433.5	5137	31752	45903	4398	11892.5	2070073.5	69843.5	91293.5	14632.5	159234.5	1092402.5	515048.5
369179	29147	1116	49346	14645.5	23280.5	17900.5	77846.5	16385.5	4374.5	92999.5	74316.5	85798	8847	200221.5	58674.5
818794	1351	760.5	37610.5	19128	113007	37270	14006	16686.5	748013.5	9263	719	77336	259813	119786	101256
100078.5	97548.5	28294.5	41734.5	227736	102554	6349	85133	11621	116101	28033	14731	39863.5	394865.5	1651562	1679851
282866	40255	2427.5	442098.5	678674.5	262.5	5965	9303	18089	5427	15593	19619	81445.5	14649.5	62066.5	1899159.5
311137	78024	15076.5	8659.5	115675	530157	43045	29501	6119	549708	1790	26865	141375	31857	1154629.5	2913779.5
14691	7292	18408	65478	177907.5	323224.5	38916.5	1904.5	7012.5	4452.5	6163.5	812.5	11019.5	25906.5	384501.5	422669.5
6058.5	909240.5	23332	141214	7681.5	490893.5	66666.5	9815.5	4511.5	7265.5	38352.5	46537.5	559.5	7377.5	114251.5	113614.5
40285.5	2210.5	27816.5	81058.5	134350	40642	183273.5	6982.5	13238	2070	14743.5	13728.5	44885	60829	79272.5	51569.5
11929	118876	24133.5	3741.5	24355	791	89121.5	425123.5	60407.5	48078.5	10893	20489	13508	300625	126064	128963
1663.5	136858.5	28630	63985	50540.5	75215.5	175634	12139	12796	17834	52167	340057	7793.5	526302.5	565369	1548906
20740	12285	33554	10126	38563	167700	509813.5	559668.5	9869.5	27116.5	51670	1440	3739.5	161653.5	61698	29104
21830	3795	34235.5	557371.5	28137	285534	510945	410480	7705	12602	6450.5	110400.5	51802	522	533736	109984
64203	135521	290156	514684	3994.5	120364.5	641320.5	53645.5	11947.5	92736.5	45574.5	45539.5	165455	4764	23952	48912
24400.5	57678.5	40083	699959	274009.5	533688.5	168860	780264	9136	55636	36135.5	10105.5	906816	52213	63877.5	9577.5
68768.5	84851.5	159672	61295	29419	395487	43112	197665	6381.5	490756.5	4678	251884	325560	15225	1549671	1528110
8571.5	1425701.5	68134	37238	70495.5	122079.5	129360	720769	16951	55518	38866.5	700741.5	21267.5	3115.5	217684.5	582628.5
35188.5	75059.5	24686	114448	1082.5	16668.5	233237	1831298	113917	276595	35713	57368	618174	285835	275872.5	40839.5
1215.5	480744.5	9784	29481	139420.5	258518.5	500998.5	228786.5	192600.5	41265.5	21872.5	1727.5	20675	116361	200495	79208
7029.5	10306.5	135104	554	214319	20227	209914.5	1067296.5	5439.5	277562.5	11317	15248	219873	97010	48365	163195
6408.5	16875.5	140938.5	16154.5	16944.5	229970.5	132808	14939	7336.5	65238.5	11145.5	15099.5	51469.5	70594.5	6632	46801
716739.5	221209.5	141486	74878	15001.5	222027.5	154301	69547	19971	115081	18028.5	15422.5	55027	1184015	118896	435883
189636	23017	600565.5	131711.5	60836	184930	68572.5	4754.5	30629.5	147311.5	114900.5	985.5	385755.5	125402.5	43087.5	67059.5
45305	56697	592921.5	306111.5	19301.5	164613.5	2771	123210	21799	141603	1542.5	49692.5	225975	46403	98363.5	26999.5
4798	22710	542673.5	1124.5	51971.5	43865.5	145219.5	733223.5	45823	124947	27485.5	128587.5	282981	53352	8756.5	39601.5
24460	6812	318664	270322	44929	1036704	342186.5	41570.5	13363.5	293194.5	57266	198735	4814.5	27297.5	282477.5	15831.5
51134	193791	318497	5	122794.5	24712.5	381603.5	104305.5	294402	82773	102074	64623	47556	27892	39306	62103
21404.5	831.5	139053.5	493903.5	45064	72567	525287	171356	62051.5	801438.5	176558	34924	2424	160036	100172.5	3187.5
3865.5	4564.5	138620.5	607096.5	30562.5	29213.5	534859	8242	187078.5	236586.5	31719.5	859848.5	440700	559094	4047	75716
11884.5	9366.5	367765.5	150139.5	88369.5	11232.5	139571	40135	106438	401207	8650.5	4409.5	502685.5	20174.5	7267.5	166500.5
12719	22738	98224.5	5839.5	75579	476758	172695	30130	99340.5	215623.5	20612.5	20951.5	954699.5	1079021.5	17659.5	76855.5
15351.5	4805.5	191927	612726	187333	331128	14992	25105	241432.5	421038.5	11769.5	7724.5	47925.5	605957.5	20948	39133
4678	164847	588520	16297	8905.5	601999.5	291397	51338	207158	283883	8972	59749	25357.5	161869.5	18935.5	156414.5
3727.5	58089.5	762750.5	17079.5	127105	435651	277018.5	22432.5	540653	223885	182235.5	55936.5	127316.5	16298.5	45318	60586
12589	216796	906816	121850	130675	391053	35184.5	5276.5	758957	27815	9040	723988	130440	55615	5885.5	11747.5
132763	9429	1106473	32396	37129	1824501	34412	1118	37458.5	806307.5	28788	46470	28899.5	121991.5	35988.5	11819.5
4665.5	373272.5	1107497	28656	5902.5	253409.5	102156	83212	178898.5	460010.5	76484	17440	24024.5	255806.5	53031	136298
15759.5	80129.5	1139622.5	717102.5	374180.5	1134434.5	75317	75158	226041	318	25528.5	15143.5	676175.5	313974.5	15269	5021
15619.5	810444.5	1159052	64634	2588.5	35424.5	247648	28987	156870	893961	36840.5	16492.5	440255	89907	6013.5	126324.5
26561.5	235759.5	1226012.5	4858.5	21109.5	53648.5	276269.5	350196.5	93287	384512	87464.5	381154.5	3316	514565	4262	228140
115162.5	5234.5	1239435	719328	61962	100520	844363	39391	92777	106483	55288	106944	9240	33315	576075.5	1131.5
114927	75192	1694811.5	153982.5	1172306.5	171199.5	212287	23459	1899	4901	35169	104652	740549	53197	12778.5	137322.5
15619.5	104971.5	1786394.5	109616.5	817148.5	623226.5	694392	50356	3572	97913	21027	114587	60057	129326	749224.5	390777.5
18775	290783	1658332	359551	12057	39857	1185858.5	8788.5	12883.5	41723.5	2999	4018	14674	8483	173598	334574
178829	25288	1394792.5	5067.5	99721	600	545788	468349	43408.5	57420.5	6782.5	33292.5	119730	83516	186644.5	1954621.5
298793.5	210357.5	1032451.5	1036541.5	16657	34328	376816.5	55203.5	204368.5	52774.5	21229.5	103265.5	4438.5	222676.5	59754	48206
282198.5	7759.5	967854	695133	10876.5	978428.5	627496	130431	41972	306156	235725.5	9770.5	2508.5	22222.5	1663552.5	700133.5
3965.5	11210.5	789360	106316	130682.5	53684.5	107863.5	211743.5	42365	85701	39985	75475	544311	35690	314219	52046
12770.5	5219.5	737982.5	90714.5	8212	11008	45954	34116	2037.5	317237.5	16237.5	241159.5	440551	258814	25200.5	132696.5
12984.5	162441.5	514132.5	69816.5	43908	175912	21792	391349	15379.5	381324.5	35480.5	79126.5	18117	329885	619369	142534
757421	5030	277530.5	594650.5	44844.5	282425.5	161272	58844	13834	459750	66397	167925	648832	81744	33517	3368
63069	138591	48880.5	27494.5	10276.5	261424.5	32861	481198	50497.5	18566.5	46729.5	1727.5	17651	118060	65908.5	524352.5
214557	39095	21287.5	813147.5	95307	211472	41716	86853	12512.5	35268.5	33866	113163	158428	386623	50505.5	108672.5
81605.5	20295.5	20675	5347	18418	42019	98061	6384	76633.5	31567.5	33609.5	376653.5	258689	532384	123655	107768
51649.5	144882.5	645897.5	846155.5	105174	18247	681932	30875	45070.5	24909.5	6899.5	80348.5	61433.5	42172.5	45279.5	29230.5
36633	385488	889656.5	2591.5	32173.5	4118.5	682920	8410	288740	110432	8029.5	41745.5	172904.5	515615.5	215789.5	152299.5
221237.5	55051.5	902841	7726	145238	2511	520074.5	130023.5	14641.5	49154.5	21122	41897	353992	58857	376760.5	232.5
22273	28720	988010.5	62421.5	6096.5	207366.5	1252908	98722	42011	974075	81795.5	5118.5	20832	51766	172219	689978
5106	478355	655301	10781	12163	796339	1742699.5	24043.5	6529.5	78163.5	8566.5	63059.5	76320	329948	9425	64241
7767	188496	280031	75357	15950.5	118556.5	164174.5	4467.5	39683	26315	10417.5	86610.5	346603.5	1265848.5	1214570	558138
30375	14661	247934	30738	9380	58028	160516	121504	78099.5	17478.5	79952.5	68062.5	16784	93199	73518.5	8346.5
545527	87543	250018.5	24327.5	10863.5	125201.5	120332.5	106631.5	32273	36771	233159.5	84655.5	2698	37858	35828	337
104726.5	241674.5	227714	1072	8190.5	985174.5	199793	7643	10566	43496	11144	1001340	45971	315228	84392	35215
32821.5	69661.5	73055.5	31352.5	49275	11664	73829	45122	17161	738114	27069	28654	19134.5	1663.5	458141	99835
200108	137906	385603.5	141971.5	97168.5	459889.5	212716	289392	53804	48306	16560.5	64030.5	13302.5	816717.5	33268.5	30287.5
523583.5	513395.5	326438	170453	14785.5	69559.5	224665.5	3981.5	272091	85346	22412	1792	21287.5	370249.5	6553.5	27723.5
93541	199575	194743	1834258	31617.5	57692.5	60578	67568	178986	383503	54654	30667	383058.5	307913.5	12903	3130
48764	20155	430042	67690	31274	1206067	52424	167500	16022	337477	32573.5	233999.5	687402	631121	329381.5	29849.5
27615.5	114523.5	778714	223024	8349	84252	36221.5	1550353.5	13300.5	1055630.5	67645.5	62939.5	20837	46716	239829	92863
8085	91042	784337.5	654856.5	27521	2182	37263	334367	21196	539241	218138	121579	33379	321943	76191	328355
30872	21232	787115	859614	78925.5	91258.5	23278.5	2042571.5	5593.5	389775.5	31138	350157	173626	859764	36657.5	112555.5
338993	100200	909114	41116	15702.5	222865.5	22367.5	118866.5	33529.5	40190.5	52592.5	4500.5	188919.5	274614.5	59175.5	35812.5
321189.5	54535.5	915295.5	382815.5	584730.5	75236.5	188316	809395	41669.5	36557.5	9164	162139	215192	3457	520180.5	34248.5
289153	92551	1548076	1196204	84367.5	139039.5	76746.5	4718.5	41815.5	57984.5	21274.5	103280.5	455918.5	52477.5	40092.5	83837.5
25353	179778	1625869.5	44428.5	689897	9379	291502	99787	14777.5	63702.5	32646.5	26985.5	52758	222850	39275	12936
439931	119925	1721020	306290	5661.5	447352.5	32505	339813	15853.5	351992.5	70306	4856	216146	194481	1252908	9992
28481.5	96801.5	871715.5	372854.5	1008.5	88438.5	37267	159757	227901	86028	9843.5	60003.5	691281	26337	140275.5	413393.5
155442	8858	749903.5	31276.5	131399	79639	92339	7788	103564	977317	15031.5	238855.5	1227306.5	60023.5	2930.5	9043.5
363637	20328	550594	247949	9969.5	11159.5	91770.5	21249.5	88640.5	64018.5	5261.5	252895.5	144667	12539	10727	12837
536649.5	100395.5	297522.5	47010.5	18435.5	182428.5	19149.5	482960.5	10604.5	13782.5	1707	31232	40159.5	12193.5	69067.5	8904.5
1036282.5	159359.5	1210041.5	92968.5	8328.5	97253.5	23952	19642	61291	21495	16213	125760	335199	2193	92683.5	325324.5
417302	206059	1210340	24828	4157.5	2147.5	25200.5	1612187.5	2801	25247	16380.5	189959.5	164243.5	52509.5	80007	300416
213618.5	349238.5	1085884.5	561870.5	91333.5	28764.5	762291.5	3929.5	9449	8880	7197.5	22057.5	255470.5	86777.5	87377.5	30063.5
4598	20535	1022458	1229226	17749.5	14023.5	133943	29770	44514.5	6943.5	3828	133080	176048.5	6710.5	4190.5	21534.5
8580	9888	1017304	41861	34826	28296	99961	162182	46204.5	55415.5			65250.5	221789.5	240025	207855
82357.5	20388.5	852687	280383	40168	3460	151618	15232	2350	32220			8111.5	91071.5	32993.5	29127.5
368456.5	31779.5	494195	48125	19106.5	281228.5	28868.5	179190.5	18405.5	201391.5			227269.5	14373.5	85470.5	226271.5
373167	293772	392186.5	11452.5	288075	18717	35523	35379	18034	715247			848184	88751	176491.5	2480595.5
5972.5	436441.5	385616	37267	2165.5	9395.5	22929	94020	17668.5	48408.5			52996	238236	4577	130651
5177.5	274147.5	28342.5	5090.5	30368	66943	71249	155733	11978.5	2769874.5			9076	767802	176385	46230
2187.5	12692.5	26130.5	10773.5	112737.5	1385007.5	52972.5	198375.5	37570	294646			605199	121500	689011.5	30347.5
4041.5	29044.5	180885.5	296008.5	148573	28173	330589	13122	50750.5	6736.5			49552	9782	58674.5	148448.5
37193	37900	756131	79883	154001.5	571832.5	6469.5	31293.5	16925	352390			100045	831239	746276.5	40335.5
19934	24107	248111	39038	19971.5	137170.5	37333.5	192161.5	19313	43842			6362	180519	247736.5	15208.5
33016	130268	125356	490861	28097.5	15032.5	17108	20416	165707	60294			136784.5	5481.5	26522.5	62369.5
15779	39410	61500	437447	47951	27139	41309.5	633659.5	32995	37375			108539.5	447244.5	83340	36674
28900.5	12560.5	60733	1667	7444	6174	62085.5	260933.5	5579	116998			476515.5	8167.5	14943.5	77338.5
89633.5	8971.5	154974.5	67214.5	90385.5	114407.5	61686	485304	8632.5	94995.5			256035.5	90951.5	228067.5	222554.5
78486.5	13594.5	177072.5	149280.5	44337.5	464113.5	19376.5	230147.5	174447	87550			131329.5	14099.5	100207	247395
63871	82227	169533.5	48308.5	505702	57060	71651	124099	103456.5	529293.5			435233.5	39450.5	22034	36076
42874	30136	26932.5	121137.5	37742	90502	34923	97807	144110.5	487091.5			15515	4490	23619.5	51830.5
1451	26445	66568.5	1506.5	4199.5	9839.5	43692	425935	129343	30025			141797.5	214164.5	19201.5	9911.5
10961.5	5000.5	97500	210137	292677.5	79171.5	45906	280841	73683	97353			13957	20867	323141.5	667561.5
18469	85615	101325.5	439186.5	32524.5	66552.5	46538.5	25646.5	54207.5	54779.5			94570	95004	194714	152319
39904	220664	553	133841	41095	64726	25989	12636	38401	451132			11183.5	31349.5	132808	13013
242181.5	175385.5	23538.5	71137.5	16837	15223	5433.5	120111.5	10127	74967			8632	44834	9187	60601
32313.5	4086.5	14402	81301	191642	147526	577220.5	54811.5	10488.5	46771.5			21200	12334	166486.5	535099.5
21962	65318	140615	12630	3442.5	10981.5	37353.5	390624.5	265305.5	12702.5			386704.5	91456.5	110360	20276
30069.5	3580.5	117433.5	1715.5	5793	179746	246695.5	70146.5	48696.5	116191.5			3075	1437	165657	14595
159016.5	68637.5	113811	1129399	60660.5	55115.5	6042	48983	422604	19461			629338	406803	76869	571951
17379.5	70848.5	224397.5	4627.5	154224	32408	64742.5	1123569.5	127785	101575			21630	835194	23750	488064
192681	2261613	256495	240577	44015	31101	53101.5	32741.5	34437.5	85694.5			20858	350286	276070	8384
38524	26243	376123	721602	10208	21108	106004	545165	20959.5	68886.5			578429	176085	26027.5	6941.5
207646.5	69619.5	1196257	87268	68385.5	7148.5	137333.5	38020.5	18372	11670			10455	12749	440253.5	115948.5
503247	214493	1197028	1213250	13094	272360	142179	168387	96195	82501			385616	225775	175477.5	188596.5
205444	12730	33379	19380	54638.5	45340.5	39335.5	17449.5	673029.5	35876.5			38044.5	68656.5	9045	20260
24531.5	15742.5	102623.5	11801.5	12365.5	75381.5	38339.5	33128.5	746527.5	548686.5			68628.5	1588027.5	275051	150053
73944.5	490678.5	99746	138526	128877.5	15633.5	974892.5	410333.5	49100.5	15399.5			59428.5	58206.5	195615.5	20978.5
21292.5	426856.5	1849.5	208946.5	40699.5	53698.5	1048739.5	776393.5	7338.5	1405355.5			18319.5	315494.5	141744	59812
163762.5	273057.5	131457	34443	27785	122912	1048323	340127	87351.5	35718.5			136086	513731	2031.5	5137.5
170259.5	47317.5	778769.5	281565.5	26925.5	156562.5	926824.5	135291.5	33205	6221			1076218.5	124039.5	142779.5	37481.5
10998.5	249383.5	853344.5	50790.5	38079	42566	229443	4583	10805	44986			947953.5	61180.5	239577	13792
119462.5	328964.5	810328	173266	27748.5	81561.5	150852	129865	3330	10586			62137	139180	43937	53113
945074.5	55042.5	628090	2576			150211	22778	9938	5318			67363.5	5998.5	61549.5	37271.5
995526.5	14985.5	739075.5	71533.5			73492.5	6414.5	14976.5	259416.5			23034.5	3037.5	20525.5	121927.5
563261.5	202603.5	1283815.5	143205.5			2658	171602	261738	19945			290658	67901	1275.5	129270.5
41109	29817	1440911.5	10237.5			1954	178844	9623	289000			272200	431966	9608.5	44533.5
104725.5	23957.5	297680.5	467514.5			141064.5	33357.5	51974.5	95818.5			19127	413631	34894	483196
28397.5	23805.5	35265.5	49629.5			6278	1567355	109247	234867			545921	74153	17694.5	220537.5
60941.5	46594.5	41477	5668			82834.5	287701.5	1313	1006			15413	3564	24705	110458
445190	102812	25214.5	1236806.5			48414.5	89398.5	76538	387630			1034473.5	42171.5	30773	25075
496470.5	48421.5	7744	250748			106248	38859	57524	14547			99840	23701	226892	495735
569672	86097	41921.5	245780.5			172219	381610	2234	169662			29514.5	252063.5	4377	19912
1386915	12753	82153	2488394			128105.5	6257.5	15006	50125			346465.5	34922.5	33880.5	25725.5
370512.5	41662.5	92323	127270			27089.5	53710.5	48567.5	9282.5			4014.5	35133.5	5277	17934
151683.5	15848.5	28878	122555			81399	7846	108001	338860			66736	367917	716471	53397
62964	125308	11547	107710			89353	3114	3857.5	108043.5			254023	8871	35583.5	15005.5
16543.5	544485.5	8408	594778			4045	211894	10162.5	22310.5			706627.5	758353.5	33269.5	6854.5
375919.5	126181.5	93391	523500			4309	279127	78542.5	173153.5			12933	6178	550557.5	29126.5
80355	168709	92317	13822			11243	6868	77853	1341820			2848	8570	376483	90368
2978	35711	17383	3757			11258.5	1307.5	5877.5	744.5			2719	5239	2937	13687
7991	114792	12005	125532			392601.5	9842.5	33486	83218			9004	187747	936528	256332
43670	107898	5379.5	7418.5			392213.5	37616.5	31036.5	791626.5			278313	67750	24820	12281
30441	33000	10353	172039			200971.5	42986.5	2076.5	14588.5			257640	91448	93430	55539
164447	5864	22538.5	50038.5			201778.5	9421.5	20785.5	891071.5			5293.5	155354.5	34551	7341
205211	9065	82450	120969			46011.5	11822.5	14735.5	63859.5			189686.5	648808.5	223186	70754
155420.5	146459.5	123037.5	26846.5			147842.5	18637.5	23823.5	10095.5			268530.5	2259842.5	13913	41466
87389.5	43105.5	36752	109046			694001	217224	50624	18867			14913	2270	1273.5	31253.5
478239	468526	96987	10242			38993.5	6700.5	7525.5	181645.5			1005764.5	21612.5	260919.5	45298.5
40395.5	577381.5	26302	363305			346852	25052	74377	97325			481142.5	112533.5	1064872.5	324704.5
40158.5	84384.5	330553.5	103447.5			490701	6203	125567.5	40218.5			96378	12376	36443	13290
4619.5	3000.5	152227	84632			539151	19041	125877	45252			256495	114408	13144.5	9417.5
9423.5	20522.5	1948.5	3403.5			140275.5	755618.5	10788.5	145173.5			6274	23278	52688	6629
475873.5	39045.5	1192.5	45563.5			16236	295077	149287.5	7252.5			81379.5	284971.5	754777	619621
791303.5	55449.5	16169	4254			31888.5	75567.5	132253.5	6102.5			13699	77078	2236.5	5259.5
896264.5	104885.5	1930.5	41554.5			145347	120024	52128	76889			65233	85570	32975.5	207304.5
761072.5	409713.5	4982.5	9162.5			337424	138991	51104.5	256102.5			50036.5	75490.5	1173705	151496
659278.5	22262.5	3767.5	52970.5			337895	521423	12136	503064			1059019	20357	143045.5	401772.5
200325.5	1574.5	16676	259377			967485.5	91265.5	3098.5	270148.5			132155	115531	35973	2221370
99639.5	3852.5	4245	360282			967749.5	23853.5	1108	139977			310611.5	24494.5	110312.5	271795.5
32540	9440	17519.5	27834.5			870669.5	45713.5	429697	54279			505854.5	66120.5	25666.5	15347.5
15108	46692	12606.5	29259.5			129229	59283	66488	40160			48322	471062	124804.5	50186.5
