ES_mean_A_No_ES_Enh_only	Rel_exp_A_No_ES_Enh_only	ES_mean_N_No_ES_Enh_only	Rel_exp_N_No_ES_Enh_only	ES_mean_B_No_ES_Enh_only	Rel_exp_B_No_ES_Enh_only	ES_mean_A_ES_NEDE_only	Rel_exp_A_ES_NEDE_only	ES_mean_N_ES_REDE_only	Rel_exp_N_ES_REDE_only	ES_mean_N_ES_NEDE_only	Rel_exp_N_ES_NEDE_only	ES_mean_A_ES_nonEnhTE_only	Rel_exp_A_ES_nonEnhTE_only	ES_mean_A_ES_REDE_only	Rel_exp_A_ES_REDE_only	ES_mean_B_ES_NEDE_only	Rel_exp_B_ES_NEDE_only	ES_mean_N_ES_nonEnhTE_only	Rel_exp_N_ES_nonEnhTE_only	ES_mean_B_ES_nonEnhTE_only	Rel_exp_B_ES_nonEnhTE_only	ES_mean_A_Mixed	Rel_exp_A_Mixed	ES_mean_N_Mixed	Rel_exp_N_Mixed	ES_mean_B_ES_REDE_only	Rel_exp_B_ES_REDE_only	ES_mean_B_Mixed	Rel_exp_B_Mixed	ES_mean_All_A	Rel_exp_All_A	ES_mean_All_B	Rel_exp_All_B	ES_mean_All_N	Rel_exp_All_N
-3.2946255		-0.05890748	-1.79487463	-5.21232055																										3.56400615	-0.0649440500000003	0.66526963	-4.87322807	3.5968546	0.5463976
-6.2020335		2.70692065	-0.70266395	1.53503645	-1.0402391																									-3.4798373	-0.17626485	-4.21255205	0.6922181	-4.41843655	-0.176264549999999
1.2656015	-0.75747845	4.23270015	0.292961999999999	2.0981062	-0.45476225																									-4.859376	-0.752266199999999	-2.52304655	1.8034144	-6.78422975	-0.1762646
-0.553210215	0.0639574599999999	3.67739785	-0.16581	0.41905271	4.79041646																									2.72643605	-0.7731966	-0.88990711	-3.86074621	2.72394615	-0.37859185
-0.553210215	0.0639574599999999	4.2319545	-0.3000852	-3.27701485																										3.1368776	-0.8159664	1.14236405	-0.67874	2.80436185	-0.408561799999999
3.68251265	-1.08416975	4.4292817	-0.0888891000000003	-5.1678932																										4.5185458	0.2974307	1.05679875	-0.18522545	3.57838345	0.0967261499999998
-0.96452545	-0.062130215	-1.8414751		-5.0149685																										0.7952854	-1.1852433	1.6165814	6.24386185	4.60114	0.1795368
-0.587209975	-0.910412395	1.90529035	0.45305835	-4.9681235																										4.909265	0.8188525	-4.1115309	-0.17626475	-2.383899	-3.4889278
2.6814021	-2.994414	-3.3611277		-5.0423623																										-0.24268259	2.26709151	3.82310435	-1.0906463	1.6924145	-1.63470875
-0.94354888	-1.20760025	-6.8765371		-5.0423623																										3.360691	0.14963935	2.561234	3.325168175	4.98752425	0.64254105
3.6311949	0.00984264999999995	0.86166648	-0.04283302	-4.9964125																										0.57916265	-0.7656135	0.178495345	-5.033596805	4.7938008	-0.221478450000001
2.13563485	-0.53208965	3.32900035	-0.17699085	-5.1512145																										1.5197427	-1.55535485	-5.62883135	-0.1762645	4.25445235	0.300986899999999
2.4220293	0.1076681	-7.7863205	-9.1060752	-4.94411835																										-2.08860305	-3.9578873	-5.4149475	-0.176265000000001	-0.45216583	-1.377229905
2.4220293	0.1076681	4.49469285	0.19172545	-4.94411835																										-1.370190625	-0.01876035	-4.15219385	-0.698758649999999	5.43783525	-0.0866095500000004
-0.19074929	-0.344782215	4.59625925	0.24237925	-5.1086537																										-4.67945465	0.984699	-2.95039025	0.2942885	6.50262335	0.311332950000001
2.5933457	-0.21312295	2.22137195	0.8354189	-5.0010741																										3.7769056	4.6901531	1.65195435	-0.5542486	4.0517973	-0.0408802999999995
4.3868848	0.835980050000001	3.1667098	0.12721335	-5.0010741																										3.74083375	1.60646405	-1.67828405	-2.19323847	5.9296058	-0.0334431000000004
3.00619275	-0.1206559	3.8488567	0.41959225	-5.1428023																										-0.636929705	1.960244495	1.14825645	2.34244634	5.85518885	0.45624755
1.8440259	1.117899645	3.8488567	0.41959225	-4.9823373																										-1.16765845	-0.8190984	2.3079469	0.90007295	4.46786425	0.601169
0.70024278	-0.27973207	1.128494375	0.0247930249999999	-5.31740675																										-6.32610135	-0.17626515	-5.7070795	3.2682195	2.42745845	-1.7048299
3.25682035	-0.11432925	-2.6022311		-4.9537682																										6.3541702	-0.7475848	-0.63359447	4.21703333	3.0689714	-0.31784715
3.130141	-0.66006285	-3.45396525		-5.1172669																										3.55028405	-0.49876555	-6.92313335	-0.26122735	5.11289425	0.10962505
2.53527575	-0.241306349999999	0.839668115	-0.451363335	-4.9823373																										6.05808735	0.1842265	1.81195785	0.6226939	6.61077	0.167412000000001
2.98994575	-0.23919395	-5.86890715		-5.0010741																										1.42910565	-0.50616765	1.19118745	-1.16310295	6.61077	0.167412000000001
2.5507176	1.37239825	-0.86247095	0.31776081	-5.1086537																										4.04591615	0.45382955	3.5878427	-0.4405836	6.67682265	0.4826935
-0.030946744	0.643260456	-5.60962925		-5.0010741																										4.04429795	-0.51541725	-5.78564565	-0.176265	2.42303465	0.26869365
-6.25015835		2.80943965	0.241845	-5.0118925																										0.55136823	0.199902795	1.0744635	2.0079781	0.188827385	-2.021265065
2.7247287	-0.61346485	3.87391435	0.55867195	-5.051379																										4.6078295	-0.305765	4.0592805	8.15028735	2.5500079	-0.66565935
6.78265035	-0.428169449999999	-1.0534514		-5.23009975																										-4.9327775	-0.17626465	-4.0558665	-0.1762647	0.377184371	-0.548681629
7.09882725	-0.18455525	-5.3160648		-5.15679535																										-3.8828018	1.56070095	-3.92462195	-0.252266349999999	0.267182456	-0.558474124
6.3394835	0.0741962000000003	0.463466559	2.121024309	-4.9489515																										-1.52850265	3.2296358	-4.0103519	-0.17626475	1.4325929	2.038246195
3.37523275	-0.57917825	-5.89937595		-5.2340647																										1.3842738	0.59191038	-3.9147743	-0.17626485	2.3342992	0.37357515
6.71073845	0.13294475	1.69813465	-0.50212965	-5.0825015																										1.9332631	-2.421107	-3.95376835	-0.1762646	3.7191329	-0.11543295
4.5971415	-0.462791650000001	4.30652905	-1.07700945	-5.1086537																										3.4582261	-1.2267044	-3.32553675	-0.91323035	2.4641775	-1.31849015
8.02873615	0.3912776	1.4781585	-0.00292485000000009	-5.099989																										-6.7693435	-0.176264399999999	7.96521685	-0.204978799999999	4.99491665	10.85345685
5.54895115	-0.12883785	3.9285513	0.559827149999999	-5.10577135																										0.318276315	-1.980051835	-3.927929	0.6922183	-1.85345805	4.01414615
5.452867	-0.248116850000001	2.38231815	0.22436995	-4.9246217																										-5.1086537	-0.176264699999999	-4.78564565	-0.176265	-6.08357635	-0.676264849999999
5.83622485	-0.37915315	2.68039595	0.0753840000000006	0.7335203	0.219451425																									-4.0984995	-2.19113815	2.311962	-0.9456487	1.6264394	-0.0677181
-2.01087955	-1.395738485	4.3212515	0.157840449999999	1.28207	-0.1375603																									-5.597315	-0.75226625	-1.32981165	3.49366015	5.16387585	-0.36371165
5.5640252	-0.6557753	5.1015623	1.1504772	-0.357158105	-1.423859855																									3.99854265	-2.4894251	-3.9147743	-0.17626485	4.13747135	-0.21772715
0.9263024	0.15203138	0.0651342075	-0.3635259275	-2.91848065																										-5.5193655	-0.1762647	5.82056045	-0.4933643	4.32849095	-0.21084625
6.310731	0.00183014999999997	0.893290875	-0.786537025	0.39345124	-1.40720036																									-5.547255	-0.17626445	1.3154176	1.0300056	4.32849095	-0.21084625
1.9061028	-0.4733051	-0.840691615	-0.40548735	-1.4925161																										-2.5938065	2.6367025	4.20835315	5.2242242	-1.023098415	-1.23164615
5.47859925	-0.587890249999999	2.2376119	0.59784155	3.41227755	-0.3361781																									3.46453105	-2.27687295	-4.4978128	-6.73011865	0.75211017	0.09110273
3.2299203	-0.42586105	4.529826	0.0943453999999999	-5.5693939																										4.4132118	-0.602905000000001	-7.1574915	-0.176264750000001	-0.093296465	0.03685042
-0.38663271	-1.90092871	0.528967625	-0.827280525	-7.4855243																										2.3955481	-0.6351974	-7.1574915	-0.176264750000001	3.4640893	-0.46060925
-4.9854773		2.7117287	-0.86425315	-2.4136125	-4.30896745																									-0.1413975	-0.364510075	2.8681723	8.9727243	2.95442465	-0.0736284
3.3445717	-0.32224395	3.49414645	0.8220186	-5.9634885	-6.50193979																									1.067333025	-0.273937625	4.844464	-1.4867462	4.41404735	0.179529350000001
1.7629836	0.54452971	-0.585220735	2.916212465	-4.97281065																										0.36723185	-0.04474757	2.66998975	-0.72711475	2.0333314	-0.0812445000000004
2.21880175	-1.4438368	0.6413534	-0.96621055	-1.49865475																										-1.5581007	3.92918375	-7.6517398	-0.1762648	5.80149525	-0.0985362499999995
2.52059765	0.7612815	1.7636771	-0.5602069	-0.2515475225	5.0148139275																									-0.91946964	-1.62492003	-5.9702092	0.616216450000001	7.27305465	0.288378349999999
-1.9469617	-3.84022265	3.76512625	0.643308999999999	0.2049877975	-1.5507339025																									2.9747183	-0.34678025	-3.75974625	2.35318215	1.5802718	0.42304795
-2.3641567		1.91668685	0.918212485	0.2049877975	-1.5507339025																									4.85857605	-0.70430845	1.13470545	-0.35011795	5.61278135	-0.2073521
-6.73056275		3.8046805	0.74969105	4.7286085	5.756786																									4.58103085	0.6598606	0.7123144	0.118784555	0.47822781	4.12286501
0.51325163	0.153585595	7.9931269	-0.0167236000000006	4.9912635	-0.379475449999999																									2.2331864	-1.42697185	0.097562365	7.443654365	3.31584275	8.6412896
2.262479	-0.288016	4.2781155	-0.0914106500000003	-2.20258015																										-3.909384	2.334919	0.091725815	0.157132652	2.92177075	0.7410871
0.217767015	-1.933938685	-2.30464935		-6.152612																										-0.140212804	-1.081680304	2.8619132	-0.69927895	1.74158315	4.57052075
-6.496439		-0.922768065	5.607959685	-6.375734																										0.8023586	-0.16712745	-6.2929055	-0.17626445	-1.2034561	0.537245325
-1.01606608	-0.313575895	3.9299815	-1.3348224	-6.8835593																										-4.51257	-0.681709000000001	-1.86381165	3.7033551	4.815184	0.43141685
-4.5303345		0.907864175	0.0499005750000001	0.89307428	-0.43144332																									-5.70289715	0.399737	-1.33246985	0.4533657	-4.5258635	0.7274125
2.1034438	-0.8667002	1.85514195	0.4385334	-6.33843225																										5.95241565	-0.436401750000001	4.64346215	-2.4074736	-0.7257509	-0.583563685
-5.94126965		1.68480625	-0.1601789	-0.0749474735	6.5148969765																									-2.56328855	-2.06283897	4.3017784	-2.6823384	2.31602025	-0.2066275
3.4531896	-1.33668355	0.7652677	0.531820045	6.1713565	0.7464125																									-7.00958085	-0.176264850000001	-2.6783948	1.19221805	-8.09534185	-0.100263
4.78297525	0.19409725	1.017556835	1.041150876	1.0625352	-3.2497176																									-2.6043942	2.85318215	-4.1489323	-6.9321078	-6.5414	-0.176264549999999
2.66562555	-0.3992251	-1.64247685		-5.8662053																										-5.2165239	1.63670255	-2.60786845	2.30341435	-1.01976883	2.27013302
-2.0124469		-0.72551375	0.18237575	-4.27823115	-5.793868045																									-0.597461135	7.363440865	-6.93521495	-0.176264949999999	-0.344197265	-1.096417685
4.69345665	0.0604785000000003	1.91620265	0.24799325	-5.503027																										-3.5276015	-4.55704027	-7.2865557	-0.176264900000001	-2.98436905	2.26821945
-3.25512205		4.71117235	-1.08609165	-3.1984276																										-0.78554484	-1.35510034	-5.1734103	-0.176264850000001	2.2455248	0.15558055
-5.1787965		-2.1661604		-3.2921151																										-0.78554484	-1.35510034	-5.051379	-0.176264499999999	4.4664905	-0.0933280000000005
-1.8564369	-1.781144115	0.70596852	-2.44126868	-5.1763645																										-6.64430965	-0.17626465	1.9472324	-0.50745285	-1.93995085	-2.83651756
-2.9735281		2.00180605	-0.01219715	-6.0722018																										-5.2756965	-0.176264700000001	-1.2330641	-3.63457945	-0.75301664	0.57857246
-1.89420475		2.4008292	-1.080139	-6.0722018																										2.45260435	2.045819025	-2.5088779	-5.3722724	4.10568795	0.3268722
-2.1610469	-1.498942235	3.08740495	5.3531821	-3.74110325																										-6.0264461	-0.176265	3.7568234	0.2430788	3.8730749	-0.0102311000000004
0.1611243725	-2.1277899775	-5.6974509		4.3430843	0.385135099999999																									-1.7758927	0.90869775	-6.4190171	-0.176264849999999	6.9581925	0.3420619
0.5775678	-1.8383755	0.955651315	-0.301124435	-6.5846045																										3.1906127	0.5447263	-5.03284425	3.36641875	3.02896645	0.43838425
4.2600882	0.12742335	0.072621065	0.077589645	-4.0263671																										2.9142814	-0.38520425	-5.5796621	0.74773365	2.58721425	0.22758905
0.91314805	0.46447407	0.97337978	1.87339398	2.17175065	7.627665																									4.27256535	0.81246675	-2.3846178	6.1840052	3.04469025	0.6338694
-3.05997125		0.1660441	-0.579178375	3.4591403	0.90657325																									-0.636825733	-0.820572663	-7.1126755	0.6922183	3.36335095	-0.22355485
0.9426102	1.09936605	0.82030768	1.39039735	-6.74236525																										-2.21533715	-0.65044815	-3.99882665	4.35318185	2.5073713	0.25838305
-2.7767455	-4.2358213	3.75780535	0.57701455	-3.48185055																										3.8587166	-0.4878465	1.5860977	-0.8058391	-0.4505587	1.57091525
-1.3905994	-0.6223865	-0.529018425	0.216694225	-7.7755698																										2.82404425	0.5972127	-0.68441285	-1.0714555915	-0.476610385	1.405642215
-6.232744		1.5283653	1.2972837095	-6.4431972																										-2.0136388	-1.869108835	1.019522835	-1.847138115	-0.0536520855	-0.4624479205
-4.87815275		1.46648675	-0.98019725	-5.8780794																										3.05207955	1.18425975	-0.541621085	-0.938435185	0.226492825	-1.167885125
-6.7823179		0.38668929	2.01858494	-6.7661523																										-5.26373165	1.13670215	-6.1404698	0.399736949999999	-0.23299359	-0.930087765
-1.0415795		0.59889925	-0.08310418	-7.1364605																										2.75899195	-1.68795175	-5.7546971	-0.176265249999999	1.40578605	-0.403399375
4.17764875	0.85479605	2.61378065	0.6784025	-7.5798182																										-2.51981245	-0.27482115	-6.0566133	-0.176265000000001	5.7035172	0.3710217
-1.10199265	-2.20371705	5.23504385	0.31225585	-5.1905632																										-0.4044341325	-2.3027551825	-1.1395643	-2.019805475	-2.95539075	0.0312541999999998
0.382792765	-0.660853135	-1.0881856	-0.13868852	1.53516455	-1.5459179																									-0.513504825	-1.048681575	-1.26954745	5.6274007	5.7621175	-0.1740295
0.20657731	-2.31317759	0.50433191	6.72256596	-5.6984079																										4.81619765	-0.48520785	-3.5814525	3.977146	1.293727975	3.041742725
-1.543856	-0.850226385	3.87920295	0.0668802499999996	3.16916765	-0.3481213																									1.4446708	5.6877426	1.98156985	-0.06770605	-5.04687775	-0.1762649
-3.3037574		0.94982232	0.82798831	-5.412617																										2.73533535	-0.6989694	-3.55704045	-1.0913022	-5.04687775	-0.1762649
-3.19078625	-2.45157024	2.667772	4.87063988	-4.160559																										1.00746845	0.22824926	0.4418849	4.3310838	1.6760522	-0.7815237
2.0670362	1.773751525	1.5958069	0.6266195	0.533349425	-0.683173155																									-2.0160111	1.5787642	-4.7207762	-0.7684767	3.7612828	-0.71408035
-1.35200735		1.0702171	-0.4111605	1.18697923	1.443194405																									1.03881135	-0.66902165	0.82796178	4.41773538	-0.5378013	-0.775880315
3.6749455	8.09677755	3.1753621	0.7672253	1.14614405	0.223306965																									0.74208035	0.38379531	3.26652355	-0.1285547	0.49853512	-0.70938013
-7.34027295		-1.097472025	-1.455674675	-3.65163365																										-5.41145015	-0.1762648	-6.98939205	-0.176264849999999	0.695159075	-0.662672325
-5.3236655		-5.6996948		1.4959164	-0.8924197																									-3.32814205	-7.407388	-5.9909551	-0.17626485	-3.8825145	2.31870865
4.31699	9.8711487	-5.6996948		-6.53566055																										-6.36760325	-0.17626445	-6.1554022	-0.176264450000001	0.608312635	-1.175907865
0.32872999	0.297913872	-1.2635814	-0.51298565	-0.00213029	-0.886576765																									-5.8062113	-0.176264849999999	-6.251775	-0.1762648	3.0855644	0.40734595
-1.59287605	-0.7750264	-1.2635814	-0.51298565	1.5743044	0.388999																									-5.27632	0.7682198	-6.30111885	-0.1762646	0.56865764	-0.32375433
-7.2475313		1.80736315	-0.32373645	1.39799515	0.0159553499999998																									-2.9653406	3.3531822	-6.1795919	-0.17626475	0.56865764	-0.32375433
-5.6839855		0.87410685	1.097709965	4.26649625	0.64569185																									-5.9496819	-0.1002633	-6.25892805	-0.17626485	0.521489385	0.35851528
3.6211979	0.17158925	4.9309597	0.132410200000001	-5.3298115																										-1.8009806	5.486922	-6.21345935	-0.17626485	2.48132015	-0.19009885
-6.18301415		3.2255244	1.78956355	-3.79850205																										2.3008269	0.4211122	-6.218138	-0.1762648	1.41603735	0.10118145
-7.43403315		1.36569015	-0.12935535	-2.40570225																										-6.78564565	-0.02426145	-6.32137345	-0.100263349999999	1.41603735	0.10118145
-5.326787		2.8379962	0.67928725	-5.8921218																										-1.76877695	-5.55809925	-6.9831231	-0.176264900000001	3.4569539	-1.2979541
-6.1426397	-6.27309605	1.4108363	0.34060965	-5.73244405																										-7.2314555	-1.17626465	-6.1651268	-0.17626475	2.90697485	-0.0966585000000002
-1.17314325		1.00190955	0.5414917	-0.083692545	5.660610755																									-5.910651	-1.25226635	-5.291906	0.3997367	-4.8049675	0.1072558
0.641993175	-0.287826145	3.02724005	2.256841935	2.70855085	-0.9851833																									-3.91870895	-0.6762645	-5.54193335	-0.176264799999999	-2.1081859	1.192218
-1.50748525	-1.037806735	1.2989271	0.31105028	-4.3084085																										-4.525299	1.1922181	-5.7618165	0.399736649999999	-3.5838022	0.823735249999999
-6.54672385		1.3126605	0.0318107000000001	3.24893825	8.74294915																									-6.4733765	-0.100263100000001	-6.41320015	-0.0242616499999997	-1.79483925	3.2904166
-0.274050365	-5.748216365	2.07509035	-0.6506801	2.5425482	-0.55423985																									-5.42756325	0.475738199999999	-2.8951131	-3.12266255	5.81260225	0.3762545
3.776533	0.32356435	0.794794265	0.291609835	2.63110325	-0.94968855																									-0.50181891	4.65561334	-5.6547015	-0.176265	0.4760183385	-1.9854312115
