TS_REDE_es_mean	TS_REDE_ts_mean	TS_REDE_Rel_exp	TS_NEDE_es_mean	TS_NEDE_ts_mean	TS_NEDE_Rel_exp	TS_nonEnhTE_es_mean	TS_nonEnhTE_ts_mean	TS_nonEnhTE_Rel_exp	No_TS_Enh_es_mean	No_TS_Enh_ts_mean	No_TS_Enh_Rel_exp	es_mean	ts_mean	Rel_exp
1.7629688	4.4488075	-2.6858387	-2.1933177	-1.8384775		5.81883505	5.1076762	0.71115885	-5.43690335	-5.26063845		-3.40383575	-3.30357245	
2.3891962	4.44612185	-2.05692565	0.625234365	0.60682753	0.018406835	-0.80724315	3.05707035	-3.8643135	-2.19581185	-2.26829705		-4.7802323	-4.60396745	
3.8476565	3.16144395	0.68621255	-1.4508889	-1.5839268		-7.041342	-6.420593		-4.9521645	-4.69989825		-3.8014114	-4.49362935	
3.10184895	3.8160017	-0.71415275	-0.3242045	-5.22581745	4.90161295	-4.7454665	-4.56920215		-3.70222965	-3.5259649		-6.156082	-6.05581905	
-4.68408235	-5.5838192		2.27734765	5.15471285	-2.8773652	0.66526963	5.5384977	-4.87322807	-3.34575105	-0.550966765	-2.794784285	-3.9433114	-4.4190497	
-1.385842	-0.618520035	-0.767321965	-1.98367665	1.714056	-3.69773265	-4.21255205	-4.90477015		-3.8780795	-3.70181475		-5.6916953	-5.43942915	
1.08953352	3.0399152	-1.95038168	-1.4392688	-0.490843881	-0.948424919	-2.52304655	-4.32646095		-2.9601662	-2.78390145		1.02135532	0.6180207	0.40333462
-5.3926525	-0.220259625	-5.172392875	4.23947035	4.8291495	-0.58967915	-0.88990711	2.9708391	-3.86074621	-4.69073385	-4.51446935		-4.1952696	-4.0190047	
-5.5839665	-4.5392192		0.534451335	1.99065135	-1.456200015	-6.487644	-2.3274192		-4.95856935	-4.78230455		-4.57043975	-4.39417485	
-6.9416959	-3.7914995		-6.2208045	-6.0445398		7.48166925	8.0482885	-0.56661925	-4.8662053	-4.6899402		-2.4899185	-5.75813845	
-5.83959555	-0.00330692500000002	-5.836288625	-1.96169785	-0.822170965	-1.139526885	8.759552	8.99655675	-0.237004750000001	-4.8088722	-4.6326078		-3.1888113	-4.570285	
1.93660855	5.248354	-3.31174545	-2.75561665	-5.37183335		-6.6863993	-6.51013445		-1.15634735	-5.04853085		-4.76203895	-4.58577415	
3.4389399	3.49057545	-0.0516355499999994	-3.46260475	-6.0402375		1.98156985	2.0492759	-0.06770605	-5.44490885	-5.268644		-4.0626673	-4.7548853	
-6.6708813	-6.4946162		5.4867718	5.23557315	0.251198649999999	0.82796178	-3.5897736	4.41773538	-5.5344497	-5.358185		-5.43690335	-5.26063845	
5.0971348	5.6660815	-0.568946700000001	-0.32645634	-0.144005348	-0.182450992	3.26652355	3.39507825	-0.1285547	0.5184709355	0.85201	-0.3335390645	-2.19581185	-2.26829705	
1.9456944	1.42655775	0.51913665	3.2960403	0.14470941	3.15133089	4.45470885	4.48373075	-0.0290218999999992	-5.0736777	-4.897413		-4.9521645	-4.69989825	
3.79859355	4.00583805	-0.207244500000001	-2.6377011	0.46660994	-3.10431104	2.0513866	-3.73171815	5.78310475	-3.8542325	-3.6779681		-3.70222965	-3.5259649	
1.6413655	2.25053265	-0.60916715	-0.88557835	-0.85714149	-0.0284368599999999	-2.775926	-6.2051095		-5.1172669	-4.94100235		-3.34575105	-0.550966765	-2.794784285
3.6890701	4.5243685	-0.8352984	-5.75631315	-6.524533		1.7356272	-6.64263085	8.37825805	-3.99496795	-4.7652453		-3.8780795	-3.70181475	
-2.29941035	-0.1885800275	-2.1108303225	-2.66108525	-1.10665501		4.21009365	4.5886017	-0.37850805	-5.57610985	-6.05184815		-2.9601662	-2.78390145	
2.67609705	3.3733826	-0.69728555	-6.09998895	-5.847723		6.348274	6.49614835	-0.14787435	-4.547255	-4.37099055		-4.69073385	-4.51446935	
1.47432475	1.43796685	0.0363579000000001	-4.35165565	-1.30440775		-4.15750585	-6.5866898		-0.728821325	0.2016768815	-0.9304982065	-4.95856935	-4.78230455	
1.04019859	3.36034725	-2.32014866	-4.0494124	-2.58066635		-4.22607635	-4.7018149		-3.6438129	-3.46754825		-4.8662053	-4.6899402	
4.0959095	5.3718474	-1.2759379	-4.86108635	-4.68482125		-1.0110817	-1.26113882		-4.4207577	-4.2444932		-4.8088722	-4.6326078	
-8.446475	-4.1665672		0.415357175	1.5722199	-1.156862725	0.64711998	1.6115546	-0.96443462	-5.067765	-4.8915002		-1.15634735	-5.04853085	
-1.5541269	1.5155448	-3.0696717	-3.57294665	-0.73571767	-2.83722898	1.97863475	2.7597344	-0.78109965	-4.20338235	-4.0271175		-5.44490885	-5.268644	
6.46413375	7.15769575	-0.693562	-6.6348426	-6.458578		5.76088	5.39127635	0.36960365	-4.1816464	-3.4293801		-5.5344497	-5.358185	
1.61093075	2.15587225	-0.5449415	-5.87638935	-5.7001245		5.80149525	5.9000315	-0.0985362499999995	-5.1734103	-4.99714545		0.5184709355	0.85201	-0.3335390645
-2.2310489	4.2646334	-6.4956823	-6.2452409	-6.0689765		-1.0711425	1.9621514	-3.0332939	-1.39862845	-5.2211101		-5.0736777	-4.897413	
-4.61246715	-0.76693737	-3.84552978	-5.50630935	-5.3300445		-2.91848065	-4.1794504		-5.23009975	-5.05383515		-3.8542325	-3.6779681	
-3.00454425	-1.82271785		-3.8915313	-3.71526645		4.6221905	4.6794822	-0.0572917000000004	-4.52278305	-4.99852135		-5.1172669	-4.94100235	
-7.4161113	-7.23984645		-2.98503635	-2.25103315		5.201171	5.344597	-0.143426	-4.73057425	-4.55430935		-3.99496795	-4.7652453	
3.02335865	3.02008455	0.00327409999999961	-4.5056533	-4.40539035		4.8436702	4.79176865	0.0519015500000002	-5.26669165	-5.09042715		-5.57610985	-6.05184815	
2.96710765	2.88804945	0.0790582	-1.98879275	-4.5846883		-0.73148903	1.3888696	-2.12035863	-4.7249495	-4.54868485		-4.547255	-4.37099055	
-3.9798649	-3.22759865		-4.2087655	-4.0325007		-7.05483625	-7.8785715		-5.446049	-5.26978415		-0.728821325	0.2016768815	-0.9304982065
5.724351	5.95475665	-0.23040565	-4.17065435	-3.9943897		2.62255365	2.65710225	-0.0345485999999999	-4.8932037	-4.7169388		-3.6438129	-3.46754825	
4.471844	4.04025505	0.431588950000001	-4.235384	-4.05911945		1.4730847	1.78654425	-0.31345955	-1.88159605	-4.81077985		-4.4207577	-4.2444932	
-6.3813741	-6.2051095		-6.44262635	-6.26636145		0.83785705	1.60170905	-0.763852	-6.52760415	-6.9273412		-5.067765	-4.8915002	
-4.38462715	1.68012815	-6.0647553	-3.6224104	-5.09814855		5.72717485	4.9423988	0.784776050000001	-3.0802366	-1.50029455		-4.20338235	-4.0271175	
-3.55704045	-2.46573825		-1.2525607	-3.4799734		1.24016815	1.73793245	-0.4977643	0.862405775	2.65878485	-1.796379075	-4.1816464	-3.4293801	
0.28099595	1.29135142	-1.01035547	-4.667464	-4.4911992		-5.3396595	-5.1633948		-5.3615745	-5.18530975		-5.1734103	-4.99714545	
2.33812595	4.8762625	-2.53813655	-5.0736777	-4.82141165		-6.46473	-6.2884652		-6.641824	-6.4655592		-1.39862845	-5.2211101	
-0.2005954045	-0.0135834775	-0.187011927	-2.74706575	-3.8077665		-3.1398543	-5.51927015		-5.86279435	-5.6865301		-5.23009975	-5.05383515	
3.51100405	4.2051385	-0.69413445	-4.70964415	-4.60938065		-5.9798646	-5.8796018		-4.613693	-4.4374282		-4.52278305	-4.99852135	
3.61673585	4.6567367	-1.04000085	-3.21694825	-3.90916645		0.40725924	0.42823986	-0.02098062	-5.2168028	-5.040538		-4.73057425	-4.55430935	
-2.63150425	0.0203972	-2.65190145	-3.9405024	-3.84023955		-7.30332225	-6.5510562		-2.6124749	-4.173176		-5.26669165	-5.09042715	
-5.7082286	-5.23948235		-5.4149475	-5.2386825		0.1662265135	0.27690002	-0.1106735065	-4.5683473	-4.39208245		-4.7249495	-4.54868485	
-0.39880553	1.8312018	-2.23000733	-4.6772055	-4.50094055		 	 	 	-5.26798135	-5.09171655		-5.446049	-5.26978415	
0.397036321	1.066706	-0.669669679	-4.235384	-4.05911945		 	 	 	-5.25633095	-5.08006645		-4.8932037	-4.7169388	
2.0899984	3.6437352	-1.5537368	-4.03480505	-2.9900574		 	 	 	0.55855419	-4.1800425	4.73859669	-1.88159605	-4.81077985	
2.62048055	2.3098463	0.31063425	-6.4511676	-6.274903		 	 	 	-5.8017653	-5.54949915		-6.52760415	-6.9273412	
7.04935735	7.511827	-0.46246965	-4.4067737	-3.362026		 	 	 	2.83648025	-2.3716946	5.20817485	-3.0802366	-1.50029455	
0.603424725	2.0103588	-1.406934075	-4.12012655	-3.8678604		 	 	 	1.34508835	3.50499045	-2.1599021	0.862405775	2.65878485	-1.796379075
-0.81421357	-4.4916284	3.67741483	-5.2705575	-5.09429285		 	 	 	-3.3145325	-5.2992318		-5.3615745	-5.18530975	
-1.60402045	-0.87001723	-0.73400322	-4.765696	-4.58943155		 	 	 	-1.04602605	-4.30494385		-6.641824	-6.4655592	
3.12968995	3.09290675	0.0367832000000003	-4.0558665	-3.3036002		 	 	 	-4.1144019	-3.9381372		-5.86279435	-5.6865301	
-4.77479815	-4.59853385		-0.87698213	-4.2879026	3.41092047	 	 	 	-5.3608365	-4.10857025		-4.613693	-4.4374282	
-2.383899	1.1050288	-3.4889278	-4.52153015	-4.34526575		 	 	 	-0.70321149	-4.57290145	3.86968996	-5.2168028	-5.040538	
1.029794	2.5009314	-1.4711374	-2.5565896	-1.76912875		 	 	 	-5.435756	-5.25949115		-2.6124749	-4.173176	
-4.3663993	-4.1901345		-5.02108765	-4.9208242		 	 	 	-4.6576565	-4.48139175		-4.5683473	-4.39208245	
3.43434295	3.08834675	0.3459962	-4.43000605	-4.253741		 	 	 	-5.0149685	-2.733255335		-5.26798135	-5.09171655	
-4.9537682	-4.7775038		-4.499737	-4.3234722		 	 	 	-3.95055875	-3.77429415		-5.25633095	-5.08006645	
-6.57388545	-6.5496238		-4.731097	-3.47883055		 	 	 	-3.30767795	-3.9998962		0.55855419	-4.1800425	4.73859669
0.292016005	0.56038095	-0.268364945	-6.2472045	-6.0709398		 	 	 	-3.41145005	-3.23518525		-5.8017653	-5.54949915	
3.3976244	1.4263897	1.9712347	-4.4909263	-4.3146615		 	 	 	0.18273288	-1.08044045	1.26317333	2.83648025	-2.3716946	5.20817485
-6.8363003	-6.7360373		-1.98344225	-4.9888798		 	 	 	3.7734196	4.38849355	-0.61507395	1.34508835	3.50499045	-2.1599021
5.6179922	5.94655775	-0.32856555	-4.39737515	-3.6451086		 	 	 	-4.47537755	-4.299113		-3.3145325	-5.2992318	
-0.568557715	-4.7981938	4.229636085	-0.51218024	-4.83061265	4.31843241	 	 	 	-4.2314038	-4.13114045		-1.04602605	-4.30494385	
-2.7044092	-5.39482165		1.4891646	2.6476456	-1.158481	 	 	 	0.070842882	0.489212035	-0.418369153	-4.1144019	-3.9381372	
-4.7428715	-4.71861		4.1699197	5.2099986	-1.0400789	 	 	 	-4.9601663	-4.78390145		-5.3608365	-4.10857025	
4.26649625	3.6208044	0.64569185	0.44223057	1.29160855	-0.84937798	 	 	 	-3.9180644	-3.74179975		-0.70321149	-4.57290145	3.86968996
-6.5242313	-6.34796665		-6.4562685	-6.2800038		 	 	 	-1.50253565	-0.6458547565	-0.8566808935	-5.435756	-5.25949115	
2.63110325	3.5807918	-0.94968855	-1.88673825	-0.549454935	-1.337283315	 	 	 	0.8479581	-3.70518945	4.55314755	-4.6576565	-4.48139175	
2.3314891	2.90737155	-0.575882449999999	-0.22832056	-0.5775478	0.34922724	 	 	 	-5.7784231	-5.602158		-5.0149685	-2.733255335	
4.72082235	4.6801525	0.0406698499999996	-2.01099275	-1.04546		 	 	 	-6.27120125	-6.09493615		-3.95055875	-3.77429415	
-5.21972735	0.441050775	-5.660778125	-2.51737035	2.11280925	-4.6301796	 	 	 	-3.6983346	-1.0334298		-3.30767795	-3.9998962	
-3.25237665	-0.27503817	-2.97733848	-3.90372615	-2.64249865		 	 	 	-3.88894415	-3.475714		1.13248955	2.08517485	-0.9526853
-7.9219667	-0.281072515	-7.640894185	0.2801966515	1.9934558	-1.7132591485	 	 	 	-1.79693261	-3.6003471		-3.41145005	-3.23518525	
-6.2334045	-6.05713985		1.13871285	4.70167025	-3.5629574	 	 	 	-4.5193655	-4.3431008		0.18273288	-1.08044045	1.26317333
4.187617	4.0767017	0.1109153	-5.0835736	-7.21302625		 	 	 	-5.0766251	-4.90036025		3.7734196	4.38849355	-0.61507395
-5.9550097	-5.2787449		5.16536725	5.0701427	0.0952245500000002	 	 	 	-4.03480505	-3.8585402		-4.47537755	-4.299113	
0.622473885	-1.036053765	1.65852765	-6.1973021	-6.02103725		 	 	 	-6.17869545	0.5605989	-6.73929435	-4.2314038	-4.13114045	
1.73751195	2.1525805	-0.41506855	-1.6211526	-5.10082515		 	 	 	-4.59531435	-4.4190497		0.070842882	0.489212035	-0.418369153
-4.925871	-6.4923195		-4.71683075	-4.61656725		 	 	 	-4.7224023	-5.7831032		-4.9601663	-4.78390145	
1.7238486	2.288517	-0.5646684	0.34935723	-0.59949284	0.94885007	 	 	 	-4.48428295	-4.308018		-3.9180644	-3.74179975	
5.3872464	6.56447245	-1.17722605	-5.3335125	-5.1572478		 	 	 	-0.71332365	3.081814	-3.79513765	-1.50253565	-0.6458547565	-0.8566808935
-3.50263175	-6.98955415		2.23965715	2.3809825	-0.14132535	 	 	 	-2.9437972	-5.5894607		-4.75653605	-3.4282683	
0.26147838	0.073051985	0.188426395	0.59912302	-5.2056988	5.80482182	 	 	 	-4.0924809	-6.52166485		0.8479581	-3.70518945	4.55314755
4.2319545	4.5320397	-0.3000852	1.36565595	1.56930025	-0.2036443	 	 	 	-6.65617985	-6.47991535		-5.7784231	-5.602158	
-4.4277647	-5.5346731		-3.1569822	-0.819753415	-2.337228785	 	 	 	-6.36579705	-6.189532		-6.27120125	-6.09493615	
2.07794135	2.6877284	-0.60978705	-6.7670277	-5.3537975		 	 	 	-4.60894985	-3.9326853		-3.6983346	-1.0334298	
2.58242	2.58023175	0.00218824999999967	-0.19731749	1.42086185	-1.61817934	 	 	 	-3.40318945	-2.5659606		-3.88894415	-3.475714	
2.0897788	1.11890715	0.97087165	-4.74787225	-1.4657986		 	 	 	-2.8043277	-5.10199405		-1.79693261	-3.6003471	
0.302506629	-0.292834895	0.595341524	-6.8347805	-6.6585158		 	 	 	-5.5193655	-5.3431008		-4.5193655	-4.3431008	
3.20603085	3.4383749	-0.23234405	1.13459165	3.6141206	-2.47952895	 	 	 	-5.18438135	-4.06363235		-5.0766251	-4.90036025	
 	 	 	0.130187648	1.6066414	-1.476453752	 	 	 	-4.7699139	-3.5936496		-4.03480505	-3.8585402	
 	 	 	-4.72858135	-6.99680165		 	 	 	-4.6849515	-2.70296945		-6.17869545	0.5605989	-6.73929435
 	 	 	-2.62115155	0.88147156	-3.50262311	 	 	 	-4.90153835	-4.72527325		-4.59531435	-4.4190497	
 	 	 	1.4235044	1.22683283	0.19667157	 	 	 	2.94952175	3.4578627	-0.50834095	-4.7224023	-5.7831032	
 	 	 	4.7155995	4.9809735	-0.265374	 	 	 	-5.2795385	-5.10327385		-4.48428295	-4.308018	
 	 	 	1.231834885	1.4152085	-0.183373615	 	 	 	-1.10612485	1.11594828	-2.22207313	-0.71332365	3.081814	-3.79513765
 	 	 	3.68787285	3.0626728	0.62520005	 	 	 	-5.61267805	-5.3604115		-2.9437972	-5.5894607	
 	 	 	0.41239515	1.39663635	-0.9842412	 	 	 	-4.3189007	-4.2186375		-4.562052	-4.3857872	
 	 	 	4.2461487	5.553725	-1.3075763	 	 	 	-4.9079443	-2.53552085		-4.0924809	-6.52166485	
 	 	 	3.5273644	4.51403085	-0.98666645	 	 	 	1.57229685	-4.8877208	6.46001765	-6.65617985	-6.47991535	
 	 	 	2.71137225	2.683665	0.0277072500000002	 	 	 	-4.9344033	-4.75813845		-6.36579705	-6.189532	
 	 	 	-2.59777835	-1.5830344		 	 	 	-5.25504475	-3.917816		-4.60894985	-3.9326853	
 	 	 	0.381692765	-5.67235565	6.054048415	 	 	 	-4.70222965	-4.525965		-3.40318945	-2.5659606	
 	 	 	-4.16017535	-6.29687765		 	 	 	-6.93091875	-8.199138		-2.8043277	-5.10199405	
 	 	 	1.68339705	3.12392475	-1.4405277	 	 	 	-1.30220945	-1.8303654		-5.5193655	-5.3431008	
 	 	 	3.22358075	2.3151119	0.90846885	 	 	 	1.50503945	1.44404495	0.0609945000000001	-5.18438135	-4.06363235	
 	 	 	4.2543412	4.82804845	-0.57370725	 	 	 	-4.49753935	-4.32127455		-4.7699139	-3.5936496	
 	 	 	3.53797125	3.7165345	-0.17856325	 	 	 	-4.4596594	-4.28339455		-4.234465	-3.6801628	
 	 	 	-3.9624131	4.069916	-8.0323291	 	 	 	-4.0766251	-3.90036035		-4.6849515	-2.70296945	
 	 	 	1.5878629	-3.3708984	4.9587613	 	 	 	-2.79502225	-4.84115015		-4.90153835	-4.72527325	
 	 	 	3.3616402	3.1706378	0.1910024	 	 	 	3.1171666	3.2484614	-0.1312948	2.94952175	3.4578627	-0.50834095
 	 	 	6.5978143	6.59503015	0.0027841500000001	 	 	 	-3.53999625	-4.78995335		-5.2795385	-5.10327385	
 	 	 	-0.347355865	-1.73686385	1.389507985	 	 	 	-6.30865935	-6.13239455		-1.10612485	1.11594828	-2.22207313
 	 	 	-5.78661965	-6.262358		 	 	 	-4.69073385	-4.51446935		-5.61267805	-5.3604115	
 	 	 	5.513763	4.4654958	1.0482672	 	 	 	-6.69409655	-6.517832		-4.3189007	-4.2186375	
 	 	 	-0.4367710025	-0.64725199	0.2104809875	 	 	 	-4.673317	-4.4970523		-4.9079443	-2.53552085	
 	 	 	2.53327715	2.6856432	-0.15236605	 	 	 	-1.9435222	-0.82847243	-1.11504977	-4.5870705	-3.04232275	
 	 	 	-1.4364063	1.4037999	-2.8402062	 	 	 	1.0767864	2.53877115	-1.46198475	1.57229685	-4.8877208	6.46001765
 	 	 	0.14393872	0.4149328015	-0.2709940815	 	 	 	-4.7287018	-4.552437		-4.9344033	-4.75813845	
 	 	 	-0.38460092	1.342455735	-1.727056655	 	 	 	0.08723654	0.003290089	0.083946451	-5.25504475	-3.917816	
 	 	 	-0.133018025	1.4339358	-1.566953825	 	 	 	-5.44148335	-5.2652185		-4.70222965	-4.525965	
 	 	 	0.0422260095	0.94848962	-0.9062636105	 	 	 	-3.9031893	-3.8029261		-6.93091875	-8.199138	
 	 	 	2.1540592	4.7610608	-2.6070016	 	 	 	-3.7287018	-3.5524372		-1.30220945	-1.8303654	
 	 	 	2.9300729	1.58979125	1.34028165	 	 	 	-2.51437378	-5.0338432		1.50503945	1.44404495	0.0609945000000001
 	 	 	6.40403425	5.87281155	0.531222700000001	 	 	 	-4.84907105	-4.6728063		-4.49753935	-4.32127455	
 	 	 	2.9625721	3.22712435	-0.26455225	 	 	 	-4.85514855	-4.6788838		-4.4596594	-4.28339455	
 	 	 	-3.75047895	1.14887905	-4.899358	 	 	 	-4.58426015	-5.56895935		-4.0766251	-3.90036035	
 	 	 	-2.4230025	1.549223775	-3.972226275	 	 	 	-3.8473462	-3.67108155		-2.79502225	-4.84115015	
 	 	 	2.6430603	3.35948575	-0.71642545	 	 	 	-5.9537682	-5.7775038		3.1171666	3.2484614	-0.1312948
 	 	 	0.513479115	0.51335255	0.000126564999999967	 	 	 	1.4386989	1.5785692	-0.1398703	-3.53999625	-4.78995335	
 	 	 	2.4493284	1.4172679	1.0320605	 	 	 	-3.9376488	-3.761384		-6.30865935	-6.13239455	
 	 	 	3.9206165	4.83078955	-0.91017305	 	 	 	0.961509935	1.7958511	-0.834341165	-4.69073385	-4.51446935	
 	 	 	-1.2011175	-0.607031975	-0.594085525	 	 	 	-4.2537295	-4.07746435		-6.69409655	-6.517832	
 	 	 	0.3906064	7.10465835	-6.71405195	 	 	 	-4.01957035	-3.7673044		-4.673317	-4.4970523	
 	 	 	1.37894785	3.373696	-1.99474815	 	 	 	-5.0573595	-3.4366104		-1.9435222	-0.82847243	-1.11504977
 	 	 	-1.907435	1.10227325	-3.00970825	 	 	 	-6.08689335	-5.91062855		1.0767864	2.53877115	-1.46198475
 	 	 	6.1864183	7.7411666	-1.5547483	 	 	 	-5.2168028	-5.040538		-4.7287018	-4.552437	
 	 	 	1.8819745	1.6657614	0.2162131	 	 	 	-4.8264877	-4.650223		0.08723654	0.003290089	0.083946451
 	 	 	4.0734727	4.0829278	-0.00945510000000027	 	 	 	-3.7539835	-3.65372025		-5.44148335	-5.2652185	
 	 	 	2.51060055	2.56114575	-0.0505452000000002	 	 	 	-4.3615745	-4.18530975		-5.337204	-5.160939	
 	 	 	0.61339522	2.08302125	-1.46962603	 	 	 	-5.1898357	-4.9375692		-3.9031893	-3.8029261	
 	 	 	3.56860035	-1.235617815	4.804218165	 	 	 	-4.3396595	-4.1633948		-3.7287018	-3.5524372	
 	 	 	1.3391818	2.35796465	-1.01878285	 	 	 	-1.354740775	-6.4685416		-2.51437378	-5.0338432	
 	 	 	8.3153545	8.167675	0.147679500000001	 	 	 	-5.218138	-4.9658717		-4.3518755	-4.1756108	
 	 	 	9.041511	8.92984575	0.11166525	 	 	 	-6.0780965	-5.90183165		-4.84907105	-4.6728063	
 	 	 	4.3835815	4.13001685	0.25356465	 	 	 	-5.41727465	-5.24101		-4.85514855	-4.6788838	
 	 	 	4.931468	4.57119605	0.36027195	 	 	 	-4.7729825	-2.1522333		-4.58426015	-5.56895935	
 	 	 	5.1008988	5.42327405	-0.322375249999999	 	 	 	-1.8696951	-4.63791445		-3.8473462	-3.67108155	
 	 	 	1.93659195	0.1548838	1.78170815	 	 	 	-4.20222965	-4.025965		-5.9537682	-5.7775038	
 	 	 	-4.1417247	-2.97682		 	 	 	-3.76203895	-3.5857743		1.4386989	1.5785692	-0.1398703
 	 	 	-5.53169485	-3.5629487		 	 	 	-5.019456	-6.39887175		-3.9376488	-3.761384	
 	 	 	5.667255	6.34608625	-0.67883125	 	 	 	-4.9839085	-4.80764375		0.961509935	1.7958511	-0.834341165
 	 	 	1.64950935	1.68597575	-0.0364664000000001	 	 	 	-6.534136	-5.78186975		-4.2537295	-4.07746435	
 	 	 	-3.94393195	-5.0601485		 	 	 	-4.6075927	-4.431328		-4.01957035	-3.7673044	
 	 	 	0.73685815	1.59132445	-0.8544663	 	 	 	0.526443035	1.16323735	-0.636794315	-5.0573595	-3.4366104	
 	 	 	-1.8268957	-5.77036405		 	 	 	-6.2074215	-6.0311568		-6.08689335	-5.91062855	
 	 	 	-3.8518882	-3.67562355		 	 	 	-3.7211877	-3.54492285		-5.2168028	-5.040538	
 	 	 	0.75627363	-0.997251785	1.753525415	 	 	 	-2.6077337	-3.9536661		-4.8264877	-4.650223	
 	 	 	0.78943999	0.371891215	0.417548775	 	 	 	-4.7729825	-4.59671775		-3.7539835	-3.65372025	
 	 	 	-1.334853515	0.48411235	-1.818965865	 	 	 	-4.8247359	-4.6484709		-4.3615745	-4.18530975	
 	 	 	1.4272713	1.62771305	-0.20044175	 	 	 	-5.63384115	-5.53357775		-5.1898357	-4.9375692	
 	 	 	4.47676535	5.35304075	-0.8762754	 	 	 	-6.633342	-3.80507445		-4.3396595	-4.1633948	
 	 	 	4.948014	5.28920215	-0.341188149999999	 	 	 	-5.98861	-5.8123452		-1.354740775	-6.4685416	
 	 	 	-1.1475103	1.99058985	-3.13810015	 	 	 	-4.9065161	-4.73025155		-5.218138	-4.9658717	
 	 	 	-6.008883	-3.6250999		 	 	 	-5.75745435	-5.58118985		-6.0780965	-5.90183165	
 	 	 	-2.1487737	-1.6347265		 	 	 	-5.3248625	-5.148598		-5.41727465	-5.24101	
 	 	 	0.084180527	1.25682945	-1.172648923	 	 	 	-6.1926243	-6.0163595		-4.7729825	-2.1522333	
 	 	 	1.4612528	1.66380685	-0.20255405	 	 	 	-4.82387365	-5.72361075		-1.8696951	-4.63791445	
 	 	 	2.5514345	2.82872245	-0.27728795	 	 	 	-4.03873065	-3.64598655		-4.20222965	-4.025965	
 	 	 	-0.11155108	-0.520486265	0.408935185	 	 	 	-4.9246217	-4.7483572		-3.76203895	-3.5857743	
 	 	 	3.7837368	3.992215	-0.2084782	 	 	 	-3.78958045	-3.82083475		-5.019456	-6.39887175	
 	 	 	-2.2935898	0.19735316	-2.49094296	 	 	 	-4.60962925	-4.35736265		-4.9839085	-4.80764375	
 	 	 	5.25244595	5.47941115	-0.2269652	 	 	 	-2.8404269	-2.66416225		-6.534136	-5.78186975	
 	 	 	2.05897005	3.66103885	-1.6020688	 	 	 	-5.3551564	-2.0806929		-4.6075927	-4.431328	
 	 	 	8.4632195	8.8339145	-0.370694999999998	 	 	 	-5.88398	-5.7077152		0.526443035	1.16323735	-0.636794315
 	 	 	2.1667818	3.1553171	-0.9885353	 	 	 	-4.3322799	-4.15601515		-6.2074215	-6.0311568	
 	 	 	2.4970297	2.6536402	-0.1566105	 	 	 	-3.7656959	-3.58943125		-3.7211877	-3.54492285	
 	 	 	2.2672901	2.54777465	-0.28048455	 	 	 	-2.0578398	-1.79661235		-2.6077337	-3.9536661	
 	 	 	4.7172471	4.938827	-0.2215799	 	 	 	-4.4798373	-4.30357245		-4.7729825	-4.59671775	
 	 	 	3.09318115	3.2685711	-0.17538995	 	 	 	-3.1663276	-4.56606435		-4.8247359	-4.6484709	
 	 	 	2.60293065	3.00954745	-0.4066168	 	 	 	-4.0498276	-3.8735629		-5.63384115	-5.53357775	
 	 	 	1.4181565	0.734033025	0.684123475	 	 	 	-1.48480345	-2.1544776		-6.633342	-3.80507445	
 	 	 	0.27522458	0.85204273	-0.57681815	 	 	 	-5.54193335	-5.36566855		-5.98861	-5.8123452	
 	 	 	-4.9617613	-4.78549645		 	 	 	-5.9601663	-5.78390145		-4.9065161	-4.73025155	
 	 	 	-5.95765435	-4.4730543		 	 	 	-5.69936425	-5.52309915		-5.75745435	-5.58118985	
 	 	 	6.5776839	6.2947887	0.2828952	 	 	 	-4.6655078	-4.4892432		-5.3248625	-5.148598	
 	 	 	3.9500762	4.20540715	-0.25533095	 	 	 	-4.3535192	-4.75325575		-6.1926243	-6.0163595	
 	 	 	4.15641295	4.1457938	0.0106191500000001	 	 	 	-1.92904145	-3.4714793		-4.82387365	-5.72361075	
 	 	 	5.2329698	6.1490818	-0.916112000000001	 	 	 	-5.31116395	-5.134899		-4.03873065	-3.64598655	
 	 	 	2.14847575	3.24184035	-1.0933646	 	 	 	-3.7473175	-3.57105255		-4.9246217	-4.7483572	
 	 	 	2.15935425	4.4765329	-2.31717865	 	 	 	-3.4224169	-5.05911945		-3.78958045	-3.82083475	
 	 	 	0.817735555	1.175285315	-0.35754976	 	 	 	-4.8559492	-4.6796844		-4.60962925	-4.35736265	
 	 	 	4.05498435	3.33491025	0.7200741	 	 	 	-4.25633095	-4.08006645		-1.3867587	-3.29042955	
 	 	 	-0.390861535	-3.3755611	2.984699565	 	 	 	-5.3914695	-5.21520445		-2.8404269	-2.66416225	
 	 	 	-2.18584535	-0.993904035	-1.191941315	 	 	 	0.70730096	0.06249442	0.64480654	-5.3551564	-2.0806929	
 	 	 	-5.60962925	-3.3279159		 	 	 	-6.0927285	-5.91646365		-5.88398	-5.7077152	
